"name","info","season","club","nation.","pass","app","pos.","avg_pass"
" Eduardo da Silva","Croatia","2007/08","  - "," Croatia",338,17,"FW",19.8823529411765
" Eduardo da Silva","Croatia","2009/10","  - "," Croatia",367,24,"FW",15.2916666666667
" Eduardo Vargas","Chile","2014/15","  - "," Chile",511,21,"FW",24.3333333333333
" Eidur Gudjohnsen","Iceland","2009/10","  - "," Iceland",135,11,"FW",12.2727272727273
" Eidur Gudjohnsen","Iceland","2010/11","  - "," Iceland",213,14,"FW",15.2142857142857
" Eljero Elia","Netherlands","2014/15","  - "," Netherlands",274,16,"FW",17.125
" Elliot Lee","England","2013/14","  - "," England",1,1,"FW",1
" Elliot Lee","England","2014/15","  - "," England",2,1,"FW",2
" Emanuel Villa","Argentina","2007/08","  - "," Argentina",224,16,"FW",14
" Emile Heskey","England","2006/07","  - "," England",832,34,"FW",24.4705882352941
" Emile Heskey","England","2007/08","  - "," England",604,28,"FW",21.5714285714286
" Emile Heskey","England","2008/09","  - "," England",912,34,"FW",26.8235294117647
" Emile Heskey","England","2009/10","  - "," England",493,31,"FW",15.9032258064516
" Emile Heskey","England","2010/11","  - "," England",319,19,"FW",16.7894736842105
" Emile Heskey","England","2011/12","  - "," England",566,28,"FW",20.2142857142857
" Emile Mpenza","Belgium","2006/07","  - "," Belgium",225,10,"FW",22.5
" Emile Mpenza","Belgium","2007/08","  - "," Belgium",200,15,"FW",13.3333333333333
" Emmanuel Adebayor","Togo","2006/07","  - "," Togo",800,29,"FW",27.5862068965517
" Emmanuel Adebayor","Togo","2007/08","  - "," Togo",1221,36,"FW",33.9166666666667
" Emmanuel Adebayor","Togo","2008/09","  - "," Togo",731,26,"FW",28.1153846153846
" Emmanuel Adebayor","Togo","2009/10","  - "," Togo",817,26,"FW",31.4230769230769
" Emmanuel Adebayor","Togo","2010/11","  - "," Togo",87,8,"FW",10.875
" Emmanuel Adebayor","Togo","2011/12","  - "," Togo",1131,33,"FW",34.2727272727273
" Emmanuel Adebayor","Togo","2012/13","  - "," Togo",615,25,"FW",24.6
" Emmanuel Adebayor","Togo","2013/14","  - "," Togo",794,21,"FW",37.8095238095238
" Emmanuel Adebayor","Togo","2014/15","  - "," Togo",277,13,"FW",21.3076923076923
" Emmanuel Adebayor","Togo","2015/16","  - "," Togo",230,12,"FW",19.1666666666667
" Emmanuel Emenike","Nigeria","2015/16","  - "," Nigeria",142,13,"FW",10.9230769230769
" Emmanuel Mayuka","Zambia","2012/13","  - "," Zambia",61,11,"FW",5.54545454545455
" Emmanuel Mayuka","Zambia","2014/15","  - "," Zambia",14,5,"FW",2.8
" Emmanuel Rivière","France","2014/15","  - "," France",378,23,"FW",16.4347826086957
" Emmanuel Rivière","France","2015/16","  - "," France",19,3,"FW",6.33333333333333
" Enner Valencia","Ecuador","2014/15","  - "," Ecuador",436,32,"FW",13.625
" Enner Valencia","Ecuador","2015/16","  - "," Ecuador",248,19,"FW",13.0526315789474
" Erik Nevland","Norway","2007/08","  - "," Norway",60,8,"FW",7.5
" Erik Nevland","Norway","2008/09","  - "," Norway",127,21,"FW",6.04761904761905
" Erik Nevland","Norway","2009/10","  - "," Norway",341,23,"FW",14.8260869565217
" Fabio Borini","Italy","2009/10","  - "," Italy",18,4,"FW",4.5
" Fabio Borini","Italy","2012/13","  - "," Italy",175,13,"FW",13.4615384615385
" Fabio Borini","Italy","2013/14","  - "," Italy",593,32,"FW",18.53125
" Fabio Borini","Italy","2014/15","  - "," Italy",113,12,"FW",9.41666666666667
" Fabio Borini","Italy","2015/16"," Sunderland  "," Italy",550,26,"FW",21.1538461538462
" Falcao","Colombia","2014/15","  - "," Colombia",398,26,"FW",15.3076923076923
" Falcao","Colombia","2015/16","  - "," Colombia",84,10,"FW",8.4
" Federico Macheda","Italy","2008/09","  - "," Italy",59,4,"FW",14.75
" Federico Macheda","Italy","2009/10","  - "," Italy",39,5,"FW",7.8
" Federico Macheda","Italy","2010/11","  - "," Italy",84,7,"FW",12
" Federico Macheda","Italy","2011/12","  - "," Italy",30,6,"FW",5
" Felipe Caicedo","Ecuador","2007/08","  - "," Ecuador",87,10,"FW",8.7
" Felipe Caicedo","Ecuador","2008/09","  - "," Ecuador",235,17,"FW",13.8235294117647
" Fernando Torres","Spain","2007/08","  - "," Spain",582,33,"FW",17.6363636363636
" Fernando Torres","Spain","2008/09","  - "," Spain",375,24,"FW",15.625
" Fernando Torres","Spain","2009/10","  - "," Spain",379,22,"FW",17.2272727272727
" Fernando Torres","Spain","2010/11","  - "," Spain",639,37,"FW",17.2702702702703
" Fernando Torres","Spain","2011/12","  - "," Spain",568,32,"FW",17.75
" Fernando Torres","Spain","2012/13","  - "," Spain",656,36,"FW",18.2222222222222
" Fernando Torres","Spain","2013/14","  - "," Spain",447,28,"FW",15.9642857142857
" Fraizer Campbell","England","2007/08","  - "," England",4,1,"FW",4
" Fraizer Campbell","England","2008/09","  - "," England",69,11,"FW",6.27272727272727
" Fraizer Campbell","England","2009/10","  - "," England",446,31,"FW",14.3870967741935
" Fraizer Campbell","England","2010/11","  - "," England",47,3,"FW",15.6666666666667
" Fraizer Campbell","England","2011/12","  - "," England",147,12,"FW",12.25
" Fraizer Campbell","England","2012/13","  - "," England",78,12,"FW",6.5
" Fraizer Campbell","England","2013/14","  - "," England",536,37,"FW",14.4864864864865
" Fraizer Campbell","England","2014/15"," Crystal Palace  "," England",240,20,"FW",12
" Fraizer Campbell","England","2015/16"," Crystal Palace  "," England",76,11,"FW",6.90909090909091
" Francis Jeffers","England","2006/07","  - "," England",100,10,"FW",10
" Franck Songo'o","Cameroon","2007/08","  - "," Cameroon",10,1,"FW",10
" Franco Di Santo","Argentina","2008/09","  - "," Argentina",43,8,"FW",5.375
" Franco Di Santo","Argentina","2009/10","  - "," Argentina",266,22,"FW",12.0909090909091
" Franco Di Santo","Argentina","2010/11","  - "," Argentina",286,25,"FW",11.44
" Franco Di Santo","Argentina","2011/12","  - "," Argentina",512,32,"FW",16
" Franco Di Santo","Argentina","2012/13","  - "," Argentina",602,35,"FW",17.2
" Frank Nouble","England","2009/10","  - "," England",63,8,"FW",7.875
" Frank Nouble","England","2010/11","  - "," England",2,2,"FW",1
" Freddie Sears","England","2007/08","  - "," England",37,7,"FW",5.28571428571429
" Freddie Sears","England","2008/09","  - "," England",131,17,"FW",7.70588235294118
" Freddie Sears","England","2009/10","  - "," England",4,1,"FW",4
" Freddie Sears","England","2010/11","  - "," England",165,11,"FW",15
" Frédéric Nimani","France","2009/10","  - "," France",18,2,"FW",9
" Frédéric Piquionne","France","2009/10","  - "," France",692,34,"FW",20.3529411764706
" Frédéric Piquionne","France","2010/11","  - "," France",779,34,"FW",22.9117647058824
" Gabriel Agbonlahor","England","2006/07","  - "," England",732,38,"FW",19.2631578947368
" Gabriel Agbonlahor","England","2007/08","  - "," England",676,37,"FW",18.2702702702703
" Gabriel Agbonlahor","England","2008/09","  - "," England",673,36,"FW",18.6944444444444
" Gabriel Agbonlahor","England","2009/10","  - "," England",716,36,"FW",19.8888888888889
" Gabriel Agbonlahor","England","2010/11","  - "," England",446,26,"FW",17.1538461538462
" Gabriel Agbonlahor","England","2011/12","  - "," England",715,33,"FW",21.6666666666667
" Gabriel Agbonlahor","England","2012/13","  - "," England",602,28,"FW",21.5
" Gabriel Agbonlahor","England","2013/14","  - "," England",589,30,"FW",19.6333333333333
" Gabriel Agbonlahor","England","2014/15","  - "," England",601,34,"FW",17.6764705882353
" Gabriel Agbonlahor","England","2015/16","  - "," England",223,15,"FW",14.8666666666667
" Gabriel Obertan","France","2009/10","  - "," France",83,7,"FW",11.8571428571429
" Gabriel Obertan","France","2010/11","  - "," France",149,7,"FW",21.2857142857143
" Gabriel Obertan","France","2011/12","  - "," France",551,23,"FW",23.9565217391304
" Gabriel Obertan","France","2012/13","  - "," France",154,14,"FW",11
" Gabriel Obertan","France","2013/14","  - "," France",26,3,"FW",8.66666666666667
" Gabriel Obertan","France","2014/15","  - "," France",197,13,"FW",15.1538461538462
" Gabriel Obertan","France","2015/16","  - "," France",97,5,"FW",19.4
" Gareth Bale","Wales","2007/08","  - "," Wales",193,8,"FW",24.125
" Gareth Bale","Wales","2008/09","  - "," Wales",420,16,"FW",26.25
" Gareth Bale","Wales","2009/10","  - "," Wales",607,23,"FW",26.3913043478261
" Gareth Bale","Wales","2010/11","  - "," Wales",865,30,"FW",28.8333333333333
" Gareth Bale","Wales","2011/12","  - "," Wales",1447,36,"FW",40.1944444444444
" Gareth Bale","Wales","2012/13","  - "," Wales",1131,33,"FW",34.2727272727273
" Garry O'Connor","Scotland","2007/08","  - "," Scotland",281,23,"FW",12.2173913043478
" Garry O'Connor","Scotland","2009/10","  - "," Scotland",190,10,"FW",19
" Garry O'Connor","Scotland","2010/11","  - "," Scotland",39,3,"FW",13
" Gary Hooper","England","2013/14","  - "," England",554,32,"FW",17.3125
" Gary Hooper","England","2015/16","  - "," England",5,2,"FW",2.5
" Gary Taylor-Fletcher","England","2010/11","  - "," England",986,31,"FW",31.8064516129032
" Gary Taylor-Fletcher","England","2014/15","  - "," England",7,1,"FW",7
" Georgios Samaras","Greece","2006/07","  - "," Greece",479,36,"FW",13.3055555555556
" Georgios Samaras","Greece","2007/08","  - "," Greece",86,5,"FW",17.2
" Georgios Samaras","Greece","2014/15","  - "," Greece",42,5,"FW",8.4
" Gerard Deulofeu","Spain","2013/14","  - "," Spain",274,25,"FW",10.96
" Gerard Deulofeu","Spain","2015/16","  - "," Spain",523,26,"FW",20.1153846153846
" Gervinho","Cote D'Ivoire","2011/12","  - "," Cote D'Ivoire",615,28,"FW",21.9642857142857
" Gervinho","Cote D'Ivoire","2012/13","  - "," Cote D'Ivoire",355,18,"FW",19.7222222222222
" Giovani dos Santos","Mexico","2008/09","  - "," Mexico",116,6,"FW",19.3333333333333
" Giovani dos Santos","Mexico","2009/10","  - "," Mexico",4,1,"FW",4
" Giovani dos Santos","Mexico","2010/11","  - "," Mexico",21,3,"FW",7
" Giovani dos Santos","Mexico","2011/12","  - "," Mexico",37,7,"FW",5.28571428571429
" Giuseppe Rossi","Italy","2006/07","  - "," Italy",116,11,"FW",10.5454545454545
" Glenn Murray","England","2013/14","  - "," England",142,14,"FW",10.1428571428571
" Glenn Murray","England","2014/15","  - "," England",184,17,"FW",10.8235294117647
" Glenn Murray","England","2015/16","  - "," England",203,21,"FW",9.66666666666667
" Grant Holt","England","2011/12","  - "," England",642,36,"FW",17.8333333333333
" Grant Holt","England","2012/13","  - "," England",791,34,"FW",23.2647058823529
" Grant Holt","England","2013/14","  - "," England",111,10,"FW",11.1
" Graziano Pellè","Italy","2014/15","  - "," Italy",1220,38,"FW",32.1052631578947
" Graziano Pellè","Italy","2015/16","  - "," Italy",872,30,"FW",29.0666666666667
" Grzegorz Rasiak","Poland","2007/08","  - "," Poland",99,7,"FW",14.1428571428571
" Guillermo Franco","Mexico","2009/10","  - "," Mexico",467,23,"FW",20.304347826087
" Hal Robson-Kanu","Wales","2012/13","  - "," Wales",329,25,"FW",13.16
" Haris Vuckic","Slovenia","2011/12","  - "," Slovenia",72,4,"FW",18
" Haris Vuckic","Slovenia","2014/15","  - "," Slovenia",7,1,"FW",7
" Harry Kane","England","2012/13"," Tottenham Hotspur  "," England",35,4,"FW",8.75
" Harry Kane","England","2013/14"," Tottenham Hotspur  "," England",160,10,"FW",16
" Harry Kane","England","2014/15"," Tottenham Hotspur  "," England",864,34,"FW",25.4117647058824
" Harry Kane","England","2015/16"," Tottenham Hotspur  "," England",962,38,"FW",25.3157894736842
" Heidar Helguson","Iceland","2006/07","  - "," Iceland",449,30,"FW",14.9666666666667
" Heidar Helguson","Iceland","2007/08","  - "," Iceland",65,6,"FW",10.8333333333333
" Heidar Helguson","Iceland","2008/09","  - "," Iceland",6,1,"FW",6
" Heidar Helguson","Iceland","2011/12","  - "," Iceland",386,16,"FW",24.125
" Henri Camara","Senegal","2006/07","  - "," Senegal",352,23,"FW",15.304347826087
" Henri Camara","Senegal","2007/08","  - "," Senegal",92,10,"FW",9.2
" Henri Camara","Senegal","2008/09","  - "," Senegal",116,21,"FW",5.52380952380952
" Henrik Larsson","Sweden","2006/07","  - "," Sweden",173,7,"FW",24.7142857142857
" Henrik Pedersen","Denmark","2006/07","  - "," Denmark",344,18,"FW",19.1111111111111
" Hugo Rodallega","Colombia","2008/09","  - "," Colombia",256,15,"FW",17.0666666666667
" Hugo Rodallega","Colombia","2009/10","  - "," Colombia",879,38,"FW",23.1315789473684
" Hugo Rodallega","Colombia","2010/11","  - "," Colombia",821,36,"FW",22.8055555555556
" Hugo Rodallega","Colombia","2011/12","  - "," Colombia",401,23,"FW",17.4347826086957
" Hugo Rodallega","Colombia","2012/13","  - "," Colombia",480,29,"FW",16.551724137931
" Hugo Rodallega","Colombia","2013/14","  - "," Colombia",176,13,"FW",13.5384615384615
" Iago Aspas","Spain","2013/14","  - "," Spain",175,14,"FW",12.5
" Iago Falque","Spain","2012/13","  - "," Spain",9,1,"FW",9
" Ignacio Scocco","Argentina","2013/14","  - "," Argentina",14,6,"FW",2.33333333333333
" Ilan Araujo","Brazil","2009/10","  - "," Brazil",168,11,"FW",15.2727272727273
" Isaiah Brown","England","2012/13","  - "," England",2,1,"FW",2
" Isaiah Brown","England","2014/15","  - "," England",11,1,"FW",11
" Ishmael Miller","England","2006/07","  - "," England",129,16,"FW",8.0625
" Ishmael Miller","England","2008/09","  - "," England",190,15,"FW",12.6666666666667
" Ishmael Miller","England","2010/11","  - "," England",24,6,"FW",4
" Itay Shechter","Israel","2012/13","  - "," Israel",186,18,"FW",10.3333333333333
" Ivan Klasnic","Croatia","2009/10","  - "," Croatia",376,27,"FW",13.9259259259259
" Ivan Klasnic","Croatia","2010/11","  - "," Croatia",124,22,"FW",5.63636363636364
" Ivan Klasnic","Croatia","2011/12","  - "," Croatia",504,29,"FW",17.3793103448276
" Ivan Toney","England","2015/16","  - "," England",3,2,"FW",1.5
" Jamar Loza","Jamaica","2013/14","  - "," Jamaica",13,1,"FW",13
" James Beattie","England","2006/07","  - "," England",471,33,"FW",14.2727272727273
" James Beattie","England","2008/09","  - "," England",349,16,"FW",21.8125
" James Beattie","England","2009/10","  - "," England",249,22,"FW",11.3181818181818
" James Beattie","England","2010/11","  - "," England",121,9,"FW",13.4444444444444
" James Sinclair","England","2006/07","  - "," England",10,2,"FW",5
" James Vaughan","England","2006/07","  - "," England",178,14,"FW",12.7142857142857
" James Vaughan","England","2007/08","  - "," England",41,8,"FW",5.125
" James Vaughan","England","2008/09","  - "," England",42,13,"FW",3.23076923076923
" James Vaughan","England","2009/10","  - "," England",20,8,"FW",2.5
" James Vaughan","England","2010/11","  - "," England",6,1,"FW",6
" James Vaughan","England","2011/12","  - "," England",45,5,"FW",9
" James Wilson","England","2013/14","  - "," England",18,1,"FW",18
" James Wilson","England","2014/15","  - "," England",98,13,"FW",7.53846153846154
" James Wilson","England","2015/16","  - "," England",7,1,"FW",7
" Jamie Mackie","Scotland","2011/12","  - "," Scotland",431,31,"FW",13.9032258064516
" Jamie Mackie","Scotland","2012/13","  - "," Scotland",399,29,"FW",13.7586206896552
" Jamie Vardy","England","2014/15"," Leicester City  "," England",465,34,"FW",13.6764705882353
" Jamie Vardy","England","2015/16"," Leicester City  "," England",625,36,"FW",17.3611111111111
" Jan Vennegoor of Hesselink","Netherlands","2009/10","  - "," Netherlands",453,31,"FW",14.6129032258065
" Jason Euell","Jamaica","2006/07","  - "," Jamaica",220,17,"FW",12.9411764705882
" Jason Euell","Jamaica","2010/11","  - "," Jamaica",39,3,"FW",13
" Jason Roberts","Grenada","2006/07","  - "," Grenada",225,18,"FW",12.5
" Jason Roberts","Grenada","2007/08","  - "," Grenada",253,26,"FW",9.73076923076923
" Jason Roberts","Grenada","2008/09","  - "," Grenada",381,26,"FW",14.6538461538462
" Jason Roberts","Grenada","2009/10","  - "," Grenada",280,29,"FW",9.6551724137931
" Jason Roberts","Grenada","2010/11","  - "," Grenada",272,25,"FW",10.88
" Jason Roberts","Grenada","2011/12","  - "," Grenada",83,10,"FW",8.3
" Jason Roberts","Grenada","2012/13","  - "," Grenada",132,11,"FW",12
" Jason Scotland","Trinidad And Tobago","2009/10","  - "," Trinidad And Tobago",440,32,"FW",13.75
" Jay Bothroyd","England","2011/12","  - "," England",435,21,"FW",20.7142857142857
" Jay Bothroyd","England","2012/13","  - "," England",76,4,"FW",19
" Jay Emmanuel-Thomas","England","2010/11","  - "," England",5,1,"FW",5
" Jay Rodriguez","England","2012/13"," Southampton  "," England",596,35,"FW",17.0285714285714
" Jay Rodriguez","England","2013/14"," Southampton  "," England",730,33,"FW",22.1212121212121
" Jay Rodriguez","England","2015/16"," Southampton  "," England",94,12,"FW",7.83333333333333
" Jay Simpson","England","2008/09","  - "," England",185,13,"FW",14.2307692307692
" Jeremain Lens","Netherlands","2015/16","  - "," Netherlands",385,20,"FW",19.25
" Jérémie Aliadière","France","2006/07","  - "," France",123,11,"FW",11.1818181818182
" Jérémie Aliadière","France","2007/08","  - "," France",475,29,"FW",16.3793103448276
" Jérémie Aliadière","France","2008/09","  - "," France",634,29,"FW",21.8620689655172
" Jermain Defoe","England","2006/07","  - "," England",396,34,"FW",11.6470588235294
" Jermain Defoe","England","2007/08","  - "," England",295,31,"FW",9.51612903225806
" Jermain Defoe","England","2008/09","  - "," England",341,27,"FW",12.6296296296296
" Jermain Defoe","England","2009/10","  - "," England",436,34,"FW",12.8235294117647
" Jermain Defoe","England","2010/11","  - "," England",271,22,"FW",12.3181818181818
" Jermain Defoe","England","2011/12","  - "," England",291,25,"FW",11.64
" Jermain Defoe","England","2012/13","  - "," England",437,34,"FW",12.8529411764706
" Jermain Defoe","England","2013/14","  - "," England",93,14,"FW",6.64285714285714
" Jermain Defoe","England","2014/15"," Sunderland  "," England",278,17,"FW",16.3529411764706
" Jermain Defoe","England","2015/16"," Sunderland  "," England",425,33,"FW",12.8787878787879
" Jermaine Beckford","Jamaica","2010/11","  - "," Jamaica",236,32,"FW",7.375
