"name","info","season","club","nation.","pos.","df_value","pass","app","avg_pass","avg_df_value","df_stats"
" Carlos Cuellar","Spain","2011/12","  - "," Spain","DF",7,562,18,31.2222222222222,0.388888888888889,"Tackled"
" Carlos Cuellar","Spain","2012/13","  - "," Spain","DF",1,691,26,26.5769230769231,0.0384615384615385,"Tackled"
" Carlos Cuellar","Spain","2013/14","  - "," Spain","DF",NA,97,4,24.25,NA,"Tackled"
" Carlos Salcido","Mexico","2010/11","  - "," Mexico","DF",17,751,23,32.6521739130435,0.739130434782609,"Tackled"
" Cédric Soares","Portugal","2015/16"," Southampton  "," Portugal","DF",16,786,24,32.75,0.666666666666667,"Tackled"
" César Azpilicueta","Spain","2012/13"," Chelsea  "," Spain","DF",10,1213,27,44.9259259259259,0.37037037037037,"Tackled"
" César Azpilicueta","Spain","2013/14"," Chelsea  "," Spain","DF",8,1193,29,41.1379310344828,0.275862068965517,"Tackled"
" César Azpilicueta","Spain","2014/15"," Chelsea  "," Spain","DF",5,1300,29,44.8275862068966,0.172413793103448,"Tackled"
" César Azpilicueta","Spain","2015/16"," Chelsea  "," Spain","DF",5,1798,37,48.5945945945946,0.135135135135135,"Tackled"
" Chancel Mbemba","Congo","2015/16","  - "," Congo","DF",6,1147,33,34.7575757575758,0.181818181818182,"Tackled"
" Charlie Daniels","England","2015/16"," AFC Bournemouth  "," England","DF",27,1692,37,45.7297297297297,0.72972972972973,"Tackled"
" Chico","Spain","2012/13","  - "," Spain","DF",12,1478,26,56.8461538461538,0.461538461538462,"Tackled"
" Chico","Spain","2013/14","  - "," Spain","DF",10,1827,31,58.9354838709677,0.32258064516129,"Tackled"
" Chris Baird","Northern Ireland","2007/08","  - "," Northern Ireland","DF",7,509,18,28.2777777777778,0.388888888888889,"Tackled"
" Chris Baird","Northern Ireland","2008/09","  - "," Northern Ireland","DF",NA,121,10,12.1,NA,"Tackled"
" Chris Baird","Northern Ireland","2009/10","  - "," Northern Ireland","DF",11,1458,32,45.5625,0.34375,"Tackled"
" Chris Baird","Northern Ireland","2010/11","  - "," Northern Ireland","DF",7,1308,29,45.1034482758621,0.241379310344828,"Tackled"
" Chris Baird","Northern Ireland","2011/12","  - "," Northern Ireland","DF",2,632,19,33.2631578947368,0.105263157894737,"Tackled"
" Chris Baird","Northern Ireland","2012/13","  - "," Northern Ireland","DF",10,863,19,45.4210526315789,0.526315789473684,"Tackled"
" Chris Baird","Northern Ireland","2014/15","  - "," Northern Ireland","DF",3,330,19,17.3684210526316,0.157894736842105,"Tackled"
" Chris Gunter","Wales","2007/08","  - "," Wales","DF",NA,30,2,15,NA,"Tackled"
" Chris Gunter","Wales","2008/09","  - "," Wales","DF",NA,68,3,22.6666666666667,NA,"Tackled"
" Chris Gunter","Wales","2012/13","  - "," Wales","DF",4,612,20,30.6,0.2,"Tackled"
" Chris Riggott","England","2007/08","  - "," England","DF",2,250,10,25,0.2,"Tackled"
" Chris Riggott","England","2008/09","  - "," England","DF",4,341,17,20.0588235294118,0.235294117647059,"Tackled"
" Chris Riggott","England","2006/07","  - "," England","DF",NA,184,6,30.6666666666667,NA,"Tackled"
" Chris Smalling","England","2008/09","  - "," England","DF",NA,11,1,11,NA,"Tackled"
" Chris Smalling","England","2009/10","  - "," England","DF",3,293,12,24.4166666666667,0.25,"Tackled"
" Chris Smalling","England","2010/11"," Manchester United  "," England","DF",7,479,16,29.9375,0.4375,"Tackled"
" Chris Smalling","England","2011/12"," Manchester United  "," England","DF",11,580,19,30.5263157894737,0.578947368421053,"Tackled"
" Chris Smalling","England","2012/13"," Manchester United  "," England","DF",6,453,15,30.2,0.4,"Tackled"
" Chris Smalling","England","2013/14"," Manchester United  "," England","DF",4,988,25,39.52,0.16,"Tackled"
" Chris Smalling","England","2014/15"," Manchester United  "," England","DF",8,1200,25,48,0.32,"Tackled"
" Chris Smalling","England","2015/16"," Manchester United  "," England","DF",9,1533,35,43.8,0.257142857142857,"Tackled"
" Christian Fuchs","Austria","2015/16"," Leicester City  "," Austria","DF",10,1180,32,36.875,0.3125,"Tackled"
" Christian Kalvenes","Norway","2009/10","  - "," Norway","DF",1,97,6,16.1666666666667,0.166666666666667,"Tackled"
" Christophe Berra","Scotland","2009/10","  - "," Scotland","DF",14,752,32,23.5,0.4375,"Tackled"
" Christophe Berra","Scotland","2010/11","  - "," Scotland","DF",4,904,32,28.25,0.125,"Tackled"
" Christophe Berra","Scotland","2011/12","  - "," Scotland","DF",7,881,32,27.53125,0.21875,"Tackled"
" Christopher Samba","Congo","2007/08","  - "," Congo","DF",13,948,33,28.7272727272727,0.393939393939394,"Tackled"
" Christopher Samba","Congo","2008/09","  - "," Congo","DF",16,864,35,24.6857142857143,0.457142857142857,"Tackled"
" Christopher Samba","Congo","2009/10","  - "," Congo","DF",10,687,30,22.9,0.333333333333333,"Tackled"
" Christopher Samba","Congo","2010/11","  - "," Congo","DF",7,701,33,21.2424242424242,0.212121212121212,"Tackled"
" Christopher Samba","Congo","2011/12","  - "," Congo","DF",3,347,16,21.6875,0.1875,"Tackled"
" Christopher Samba","Congo","2012/13","  - "," Congo","DF",1,253,10,25.3,0.1,"Tackled"
" Christopher Samba","Congo","2006/07","  - "," Congo","DF",NA,383,14,27.3571428571429,NA,"Tackled"
" Ciaran Clark","Ireland","2009/10","  - "," Ireland","DF",NA,33,1,33,NA,"Tackled"
" Ciaran Clark","Ireland","2010/11","  - "," Ireland","DF",13,667,19,35.1052631578947,0.684210526315789,"Tackled"
" Ciaran Clark","Ireland","2011/12","  - "," Ireland","DF",9,536,15,35.7333333333333,0.6,"Tackled"
" Ciaran Clark","Ireland","2012/13","  - "," Ireland","DF",7,788,29,27.1724137931034,0.241379310344828,"Tackled"
" Ciaran Clark","Ireland","2013/14","  - "," Ireland","DF",3,861,27,31.8888888888889,0.111111111111111,"Tackled"
" Ciaran Clark","Ireland","2014/15","  - "," Ireland","DF",1,906,25,36.24,0.04,"Tackled"
" Ciaran Clark","Ireland","2015/16","  - "," Ireland","DF",3,559,18,31.0555555555556,0.166666666666667,"Tackled"
" Clarke Carlisle","England","2009/10","  - "," England","DF",5,756,27,28,0.185185185185185,"Tackled"
" Clarke Carlisle","England","2006/07","  - "," England","DF",NA,102,4,25.5,NA,"Tackled"
" Claude Davis","Jamaica","2007/08","  - "," Jamaica","DF",5,438,19,23.0526315789474,0.263157894736842,"Tackled"
" Claude Davis","Jamaica","2006/07","  - "," Jamaica","DF",NA,422,21,20.0952380952381,NA,"Tackled"
" Claudio Caçapa","Brazil","2007/08","  - "," Brazil","DF",9,488,19,25.6842105263158,0.473684210526316,"Tackled"
" Claudio Caçapa","Brazil","2008/09","  - "," Brazil","DF",3,151,6,25.1666666666667,0.5,"Tackled"
" Clint Hill","England","2011/12","  - "," England","DF",2,478,22,21.7272727272727,0.0909090909090909,"Tackled"
" Clint Hill","England","2012/13","  - "," England","DF",3,686,31,22.1290322580645,0.0967741935483871,"Tackled"
" Clint Hill","England","2014/15","  - "," England","DF",4,418,19,22,0.210526315789474,"Tackled"
" Connor Randall","England","2015/16"," Liverpool  "," England","DF",2,82,3,27.3333333333333,0.666666666666667,"Tackled"
" Craig Cathcart","Northern Ireland","2010/11","  - "," Northern Ireland","DF",1,858,30,28.6,0.0333333333333333,"Tackled"
" Craig Cathcart","Northern Ireland","2015/16"," Watford  "," Northern Ireland","DF",4,1032,35,29.4857142857143,0.114285714285714,"Tackled"
" Craig Dawson","England","2011/12"," West Bromwich Albion  "," England","DF",NA,169,8,21.125,NA,"Tackled"
" Craig Dawson","England","2012/13"," West Bromwich Albion  "," England","DF",NA,27,1,27,NA,"Tackled"
" Craig Dawson","England","2013/14"," West Bromwich Albion  "," England","DF",2,263,12,21.9166666666667,0.166666666666667,"Tackled"
" Craig Dawson","England","2014/15"," West Bromwich Albion  "," England","DF",7,1010,29,34.8275862068966,0.241379310344828,"Tackled"
" Craig Dawson","England","2015/16"," West Bromwich Albion  "," England","DF",15,1115,38,29.3421052631579,0.394736842105263,"Tackled"
" Cristian Gamboa","Costa Rica","2014/15","  - "," Costa Rica","DF",4,132,10,13.2,0.4,"Tackled"
" Cristian Gamboa","Costa Rica","2015/16","  - "," Costa Rica","DF",NA,12,1,12,NA,"Tackled"
" Cuco Martina","Curacao","2015/16"," Southampton  "," Curacao","DF",5,428,15,28.5333333333333,0.333333333333333,"Tackled"
" Curtis Davies","England","2007/08","  - "," England","DF",4,144,12,12,0.333333333333333,"Tackled"
" Curtis Davies","England","2008/09","  - "," England","DF",5,800,35,22.8571428571429,0.142857142857143,"Tackled"
" Curtis Davies","England","2009/10","  - "," England","DF",NA,37,2,18.5,NA,"Tackled"
" Curtis Davies","England","2010/11","  - "," England","DF",1,98,6,16.3333333333333,0.166666666666667,"Tackled"
" Curtis Davies","England","2013/14"," Hull City  "," England","DF",7,1101,37,29.7567567567568,0.189189189189189,"Tackled"
" Curtis Davies","England","2014/15"," Hull City  "," England","DF",2,562,21,26.7619047619048,0.0952380952380952,"Tackled"
" Daley Blind","Netherlands","2014/15"," Manchester United  "," Netherlands","DF",13,1583,25,63.32,0.52,"Tackled"
" Daley Blind","Netherlands","2015/16"," Manchester United  "," Netherlands","DF",9,2029,35,57.9714285714286,0.257142857142857,"Tackled"
" Damien Delaney","Ireland","2013/14"," Crystal Palace  "," Ireland","DF",3,803,37,21.7027027027027,0.0810810810810811,"Tackled"
" Damien Delaney","Ireland","2014/15"," Crystal Palace  "," Ireland","DF",2,741,29,25.551724137931,0.0689655172413793,"Tackled"
" Damien Delaney","Ireland","2015/16"," Crystal Palace  "," Ireland","DF",5,1055,32,32.96875,0.15625,"Tackled"
" Dan Burn","England","2013/14","  - "," England","DF",3,205,9,22.7777777777778,0.333333333333333,"Tackled"
" Dan Potts","England","2012/13","  - "," England","DF",1,37,2,18.5,0.5,"Tackled"
" Daniel Agger","Denmark","2007/08","  - "," Denmark","DF",1,177,5,35.4,0.2,"Tackled"
" Daniel Agger","Denmark","2008/09","  - "," Denmark","DF",4,728,18,40.4444444444444,0.222222222222222,"Tackled"
" Daniel Agger","Denmark","2009/10","  - "," Denmark","DF",2,1014,23,44.0869565217391,0.0869565217391304,"Tackled"
" Daniel Agger","Denmark","2010/11","  - "," Denmark","DF",3,465,16,29.0625,0.1875,"Tackled"
" Daniel Agger","Denmark","2011/12","  - "," Denmark","DF",3,1049,27,38.8518518518519,0.111111111111111,"Tackled"
" Daniel Agger","Denmark","2012/13","  - "," Denmark","DF",5,1744,35,49.8285714285714,0.142857142857143,"Tackled"
" Daniel Agger","Denmark","2013/14","  - "," Denmark","DF",1,796,20,39.8,0.05,"Tackled"
" Daniel Agger","Denmark","2006/07","  - "," Denmark","DF",NA,1142,27,42.2962962962963,NA,"Tackled"
" Daniel Ayala","Spain","2009/10","  - "," Spain","DF",NA,108,5,21.6,NA,"Tackled"
" Daniel Ayala","Spain","2011/12","  - "," Spain","DF",2,238,7,34,0.285714285714286,"Tackled"
" Daniel Carriço","Portugal","2012/13","  - "," Portugal","DF",2,44,3,14.6666666666667,0.666666666666667,"Tackled"
" Daniel Fox","Scotland","2009/10","  - "," Scotland","DF",6,480,14,34.2857142857143,0.428571428571429,"Tackled"
" Daniel Fox","Scotland","2012/13","  - "," Scotland","DF",8,646,20,32.3,0.4,"Tackled"
" Daniel Fox","Scotland","2013/14","  - "," Scotland","DF",NA,116,3,38.6666666666667,NA,"Tackled"
" Danny Collins","Wales","2007/08","  - "," Wales","DF",24,1179,36,32.75,0.666666666666667,"Tackled"
" Danny Collins","Wales","2008/09","  - "," Wales","DF",11,1209,35,34.5428571428571,0.314285714285714,"Tackled"
" Danny Collins","Wales","2009/10","  - "," Wales","DF",6,764,28,27.2857142857143,0.214285714285714,"Tackled"
" Danny Collins","Wales","2010/11","  - "," Wales","DF",9,652,25,26.08,0.36,"Tackled"
" Danny Gabbidon","Wales","2007/08","  - "," Wales","DF",2,224,10,22.4,0.2,"Tackled"
" Danny Gabbidon","Wales","2009/10","  - "," Wales","DF",2,248,10,24.8,0.2,"Tackled"
" Danny Gabbidon","Wales","2010/11","  - "," Wales","DF",10,807,26,31.0384615384615,0.384615384615385,"Tackled"
" Danny Gabbidon","Wales","2011/12","  - "," Wales","DF",7,422,17,24.8235294117647,0.411764705882353,"Tackled"
" Danny Gabbidon","Wales","2013/14","  - "," Wales","DF",2,464,23,20.1739130434783,0.0869565217391304,"Tackled"
" Danny Gabbidon","Wales","2006/07","  - "," Wales","DF",NA,662,18,36.7777777777778,NA,"Tackled"
" Danny Higginbotham","Gibraltar","2007/08","  - "," Gibraltar","DF",5,476,21,22.6666666666667,0.238095238095238,"Tackled"
" Danny Higginbotham","Gibraltar","2008/09","  - "," Gibraltar","DF",9,818,29,28.2068965517241,0.310344827586207,"Tackled"
" Danny Higginbotham","Gibraltar","2009/10","  - "," Gibraltar","DF",8,543,24,22.625,0.333333333333333,"Tackled"
" Danny Higginbotham","Gibraltar","2010/11","  - "," Gibraltar","DF",2,229,10,22.9,0.2,"Tackled"
" Danny Higginbotham","Gibraltar","2011/12","  - "," Gibraltar","DF",NA,17,2,8.5,NA,"Tackled"
" Danny Mills","England","2007/08","  - "," England","DF",1,39,2,19.5,0.5,"Tackled"
" Danny Mills","England","2006/07","  - "," England","DF",NA,6,1,6,NA,"Tackled"
" Danny Pugh","England","2008/09","  - "," England","DF",13,249,17,14.6470588235294,0.764705882352941,"Tackled"
" Danny Pugh","England","2009/10","  - "," England","DF",2,55,7,7.85714285714286,0.285714285714286,"Tackled"
" Danny Pugh","England","2010/11","  - "," England","DF",2,142,10,14.2,0.2,"Tackled"
" Danny Pugh","England","2011/12","  - "," England","DF",2,27,3,9,0.666666666666667,"Tackled"
" Danny Rose","England","2009/10"," Tottenham Hotspur  "," England","DF",NA,7,1,7,NA,"Tackled"
" Danny Rose","England","2010/11"," Tottenham Hotspur  "," England","DF",3,223,4,55.75,0.75,"Tackled"
" Danny Rose","England","2011/12"," Tottenham Hotspur  "," England","DF",3,159,11,14.4545454545455,0.272727272727273,"Tackled"
" Danny Rose","England","2012/13"," Tottenham Hotspur  "," England","DF",22,971,27,35.962962962963,0.814814814814815,"Tackled"
" Danny Rose","England","2013/14"," Tottenham Hotspur  "," England","DF",26,908,22,41.2727272727273,1.18181818181818,"Tackled"
" Danny Rose","England","2014/15"," Tottenham Hotspur  "," England","DF",24,1102,28,39.3571428571429,0.857142857142857,"Tackled"
" Danny Rose","England","2015/16"," Tottenham Hotspur  "," England","DF",29,1062,24,44.25,1.20833333333333,"Tackled"
" Danny Shittu","Nigeria","2008/09","  - "," Nigeria","DF",3,118,10,11.8,0.3,"Tackled"
" Danny Shittu","Nigeria","2006/07","  - "," Nigeria","DF",NA,645,30,21.5,NA,"Tackled"
" Danny Simpson","England","2007/08","  - "," England","DF",NA,68,3,22.6666666666667,NA,"Tackled"
" Danny Simpson","England","2008/09","  - "," England","DF",8,305,12,25.4166666666667,0.666666666666667,"Tackled"
" Danny Simpson","England","2010/11","  - "," England","DF",14,842,30,28.0666666666667,0.466666666666667,"Tackled"
" Danny Simpson","England","2011/12","  - "," England","DF",18,1065,35,30.4285714285714,0.514285714285714,"Tackled"
" Danny Simpson","England","2012/13","  - "," England","DF",15,504,19,26.5263157894737,0.789473684210526,"Tackled"
" Danny Simpson","England","2014/15"," Leicester City  "," England","DF",4,453,15,30.2,0.266666666666667,"Tackled"
" Danny Simpson","England","2015/16"," Leicester City  "," England","DF",8,869,30,28.9666666666667,0.266666666666667,"Tackled"
" Danny Wilson","Scotland","2010/11","  - "," Scotland","DF",1,92,2,46,0.5,"Tackled"
" Darnell Furlong","England","2014/15","  - "," England","DF",1,75,3,25,0.333333333333333,"Tackled"
" Darren Moore","Jamaica","2007/08","  - "," Jamaica","DF",4,499,31,16.0967741935484,0.129032258064516,"Tackled"
" Daryl Janmaat","Netherlands","2014/15","  - "," Netherlands","DF",21,1410,37,38.1081081081081,0.567567567567568,"Tackled"
" Daryl Janmaat","Netherlands","2015/16","  - "," Netherlands","DF",20,1252,32,39.125,0.625,"Tackled"
" David Carney","Australia","2010/11","  - "," Australia","DF",5,166,11,15.0909090909091,0.454545454545455,"Tackled"
" David Edgar","Canada","2007/08","  - "," Canada","DF",1,63,5,12.6,0.2,"Tackled"
" David Edgar","Canada","2008/09","  - "," Canada","DF",3,220,11,20,0.272727272727273,"Tackled"
" David Edgar","Canada","2009/10","  - "," Canada","DF",NA,78,4,19.5,NA,"Tackled"
" David Edgar","Canada","2006/07","  - "," Canada","DF",NA,89,3,29.6666666666667,NA,"Tackled"
" David Luiz","Brazil","2010/11","  - "," Brazil","DF",9,471,12,39.25,0.75,"Tackled"
" David Luiz","Brazil","2011/12","  - "," Brazil","DF",18,877,20,43.85,0.9,"Tackled"
" David Luiz","Brazil","2012/13","  - "," Brazil","DF",16,1515,30,50.5,0.533333333333333,"Tackled"
" David Luiz","Brazil","2013/14","  - "," Brazil","DF",5,819,19,43.1052631578947,0.263157894736842,"Tackled"
" David Murphy","England","2007/08","  - "," England","DF",10,352,14,25.1428571428571,0.714285714285714,"Tackled"
" David Murphy","England","2010/11","  - "," England","DF",6,142,10,14.2,0.6,"Tackled"
" David Rozehnal","Czech Republic","2007/08","  - "," Czech Republic","DF",11,543,21,25.8571428571429,0.523809523809524,"Tackled"
" David Wheater","England","2007/08","  - "," England","DF",4,596,34,17.5294117647059,0.117647058823529,"Tackled"
" David Wheater","England","2008/09","  - "," England","DF",6,937,32,29.28125,0.1875,"Tackled"
" David Wheater","England","2010/11","  - "," England","DF",1,171,7,24.4285714285714,0.142857142857143,"Tackled"
" David Wheater","England","2011/12","  - "," England","DF",2,584,24,24.3333333333333,0.0833333333333333,"Tackled"
" David Wheater","England","2006/07","  - "," England","DF",NA,36,2,18,NA,"Tackled"
" Davide Santon","Italy","2011/12","  - "," Italy","DF",15,685,24,28.5416666666667,0.625,"Tackled"
" Davide Santon","Italy","2012/13","  - "," Italy","DF",23,1046,31,33.741935483871,0.741935483870968,"Tackled"
" Davide Santon","Italy","2013/14","  - "," Italy","DF",27,988,27,36.5925925925926,1,"Tackled"
" Dean Leacock","England","2007/08","  - "," England","DF",6,621,26,23.8846153846154,0.230769230769231,"Tackled"
" Dean Moxey","England","2013/14","  - "," England","DF",5,454,20,22.7,0.25,"Tackled"
" DeAndre Yedlin","United States","2014/15","  - "," United States","DF",NA,3,1,3,NA,"Tackled"
" DeAndre Yedlin","United States","2015/16","  - "," United States","DF",7,519,23,22.5652173913043,0.304347826086957,"Tackled"
" Declan John","Wales","2013/14","  - "," Wales","DF",9,465,20,23.25,0.45,"Tackled"
" Dedryck Boyata","Belgium","2009/10","  - "," Belgium","DF",2,39,3,13,0.666666666666667,"Tackled"
" Dedryck Boyata","Belgium","2010/11","  - "," Belgium","DF",2,129,7,18.4285714285714,0.285714285714286,"Tackled"
" Dedryck Boyata","Belgium","2011/12","  - "," Belgium","DF",11,446,14,31.8571428571429,0.785714285714286,"Tackled"
" Dedryck Boyata","Belgium","2013/14","  - "," Belgium","DF",NA,48,1,48,NA,"Tackled"
" Dedryck Boyata","Belgium","2014/15","  - "," Belgium","DF",NA,47,2,23.5,NA,"Tackled"
" Dejan Lovren","Croatia","2013/14","  - "," Croatia","DF",9,1625,31,52.4193548387097,0.290322580645161,"Tackled"
" Dejan Lovren","Croatia","2014/15"," Liverpool  "," Croatia","DF",6,1390,26,53.4615384615385,0.230769230769231,"Tackled"
" Dejan Lovren","Croatia","2015/16"," Liverpool  "," Croatia","DF",1,1052,24,43.8333333333333,0.0416666666666667,"Tackled"
" Dejan Stefanovic","Serbia","2007/08","  - "," Serbia","DF",1,278,13,21.3846153846154,0.0769230769230769,"Tackled"
